flow_id,split,label,protocol,packet_count,byte_total,duration_sec,avg_pkt_len,std_pkt_len,pkts_per_sec,bytes_per_sec,syn_only_ratio,ack_ratio,dst_port,udp_small_packet_ratio,icmp_type,icmp_code
124.239.14.14_211.65.193.19_0_0_icmp,train,ICMP-Echo-Probe_Flood-Candidate,icmp,16,1632,334.730642,102.0,0.0,0.04779962749869789,4.875562004867185,0.0,0.0,0,0.0,0,0
124.239.14.14_211.65.196.137_0_0_icmp,train,ICMP-Echo-Probe_Flood-Candidate,icmp,16,1632,334.730834,102.0,0.0,0.04779960008106095,4.875559208268217,0.0,0.0,0,0.0,8,0
124.239.14.14_211.65.206.62_0_0_icmp,train,ICMP-Echo-Probe_Flood-Candidate,icmp,32,3264,334.730972,102.0,0.0,0.09559916074930766,9.751114396429381,0.0,0.0,0,0.0,8,0
211.65.206.62_221.211.235.208_0_0_icmp,train,ICMP-Echo-Probe_Flood-Candidate,icmp,30,3060,300.49421,102.0,0.0,0.09983553426869689,10.183224495407083,0.0,0.0,0,0.0,0,0
211.65.196.137_221.178.37.121_0_0_icmp,train,ICMP-Echo-Probe_Flood-Candidate,icmp,60,6120,300.698546,102.0,0.0,0.19953538451762248,20.352609220797493,0.0,0.0,0,0.0,8,0
211.65.206.62_221.178.37.121_0_0_icmp,train,ICMP-Echo-Probe_Flood-Candidate,icmp,30,3060,300.698004,102.0,0.0,0.09976787208737174,10.176322952911917,0.0,0.0,0,0.0,8,0
211.65.193.11_39.156.187.8_0_0_icmp,train,ICMP-Echo-Probe_Flood-Candidate,icmp,30,3060,275.500525,102.0,0.0,0.1088927144512701,11.107056874029551,0.0,0.0,0,0.0,8,0
211.65.196.149_39.156.187.8_0_0_icmp,train,ICMP-Echo-Probe_Flood-Candidate,icmp,30,3060,275.500044,102.0,0.0,0.1088929045688283,11.107076266020487,0.0,0.0,0,0.0,8,0
211.65.252.67_81.16.152.2_0_0_icmp,train,ICMP-Echo-Probe_Flood-Candidate,icmp,1,64,0.001,64.0,0.0,1000.0,64000.0,0.0,0.0,0,0.0,8,0
120.71.60.196_211.65.243.80_0_0_icmp,train,ICMP-Echo-Probe_Flood-Candidate,icmp,1,64,0.001,64.0,0.0,1000.0,64000.0,0.0,0.0,0,0.0,8,0
211.65.222.180_23.133.64.100_0_0_icmp,train,ICMP-Echo-Probe_Flood-Candidate,icmp,1,64,0.001,64.0,0.0,1000.0,64000.0,0.0,0.0,0,0.0,8,0
211.65.222.211_23.133.64.100_0_0_icmp,train,ICMP-Echo-Probe_Flood-Candidate,icmp,1,64,0.001,64.0,0.0,1000.0,64000.0,0.0,0.0,0,0.0,8,0
211.65.224.220_212.73.148.3_3208_39773_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,70,0.001,70.0,0.0,1000.0,70000.0,1.0,0.0,39773,0.0,0,0
211.65.225.248_79.124.49.154_21823_44046_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,44046,0.0,0,0
211.65.243.209_81.19.216.125_6040_53820_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,53820,0.0,0,0
211.65.249.194_212.73.148.18_8421_54219_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,70,0.001,70.0,0.0,1000.0,70000.0,1.0,0.0,54219,0.0,0,0
147.182.137.181_211.65.202.64_46088_63728_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,63728,0.0,0,0
185.156.73.86_211.65.243.48_49073_9636_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,9636,0.0,0,0
193.176.31.252_211.65.195.236_35116_62078_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,62078,0.0,0,0
211.65.225.247_69.5.169.56_2222_26598_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,26598,0.0,0,0
167.99.12.113_211.65.242.10_46089_3446_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,3446,0.0,0,0
208.87.243.131_211.65.213.183_41625_2204_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,2204,0.0,0,0
192.253.248.54_211.65.192.10_34312_5900_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,5900,0.0,0,0
211.65.195.205_79.124.62.178_60800_55053_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,55053,0.0,0,0
159.223.155.166_211.65.243.124_46088_52245_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,52245,0.0,0,0
111.7.96.134_211.65.207.196_34601_64172_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,70,0.001,70.0,0.0,1000.0,70000.0,1.0,0.0,64172,0.0,0,0
211.65.195.192_45.42.88.54_17922_60001_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,60001,0.0,0,0
209.38.231.9_211.65.247.144_46481_7707_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,7707,0.0,0,0
211.65.223.253_66.132.195.25_38594_57462_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,78,0.001,78.0,0.0,1000.0,78000.0,1.0,0.0,57462,0.0,0,0
142.91.102.187_211.65.199.208_48966_9281_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,70,0.001,70.0,0.0,1000.0,70000.0,1.0,0.0,9281,0.0,0,0
194.88.98.126_211.65.251.106_57738_22755_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,22755,0.0,0,0
211.65.232.17_64.62.197.29_9000_56607_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,56607,0.0,0,0
211.65.219.251_94.102.49.144_18964_42242_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,42242,0.0,0,0
211.65.250.16_213.209.159.224_7752_58016_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,58016,0.0,0,0
211.65.204.127_91.227.114.130_56778_40348_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,40348,0.0,0,0
146.0.36.88_211.65.213.214_59170_9101_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,9101,0.0,0,0
211.65.218.33_45.148.10.153_1987_55528_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,55528,0.0,0,0
211.65.252.149_91.191.209.46_13899_48793_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,48793,0.0,0,0
124.198.131.185_211.65.220.58_36842_8021_tcp,train,TCP-Probe_Flood-Candidate,tcp,2,128,68.248894,64.0,0.0,0.029304504187276644,1.8754882679857052,1.0,0.0,8021,0.0,0,0
211.65.207.174_47.113.185.166_9922_39688_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,70,0.001,70.0,0.0,1000.0,70000.0,1.0,0.0,39688,0.0,0,0
211.65.252.216_46.224.56.154_17659_46053_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,46053,0.0,0,0
146.0.36.88_211.65.254.75_54918_9101_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,9101,0.0,0,0
172.94.9.253_211.65.212.12_41991_443_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,443,0.0,0,0
211.65.240.250_212.73.148.35_3981_59283_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,70,0.001,70.0,0.0,1000.0,70000.0,1.0,0.0,59283,0.0,0,0
165.154.62.170_211.65.228.2_48014_9002_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,9002,0.0,0,0
123.160.221.178_211.65.217.50_22414_18182_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,70,0.001,70.0,0.0,1000.0,70000.0,1.0,0.0,18182,0.0,0,0
167.94.145.25_211.65.211.226_34884_20546_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,78,0.001,78.0,0.0,1000.0,78000.0,1.0,0.0,20546,0.0,0,0
176.65.139.101_211.65.221.227_36693_3000_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,3000,0.0,0,0
211.65.221.230_212.73.148.38_6818_47602_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,70,0.001,70.0,0.0,1000.0,70000.0,1.0,0.0,47602,0.0,0,0
211.65.252.7_89.248.164.165_5900_56941_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,56941,0.0,0,0
211.65.203.11_92.63.197.145_1313_47234_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,70,0.001,70.0,0.0,1000.0,70000.0,1.0,0.0,47234,0.0,0,0
211.65.215.82_45.148.10.90_1051_46830_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,46830,0.0,0,0
211.65.244.37_86.54.24.144_22189_40581_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,40581,0.0,0,0
211.65.212.2_212.73.148.41_658_37532_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,70,0.001,70.0,0.0,1000.0,70000.0,1.0,0.0,37532,0.0,0,0
123.160.221.162_211.65.200.182_30864_38519_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,70,0.001,70.0,0.0,1000.0,70000.0,1.0,0.0,38519,0.0,0,0
211.65.219.148_212.73.148.14_10054_47294_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,70,0.001,70.0,0.0,1000.0,70000.0,1.0,0.0,47294,0.0,0,0
111.7.96.138_211.65.229.141_14206_49080_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,70,0.001,70.0,0.0,1000.0,70000.0,1.0,0.0,49080,0.0,0,0
211.65.195.98_89.39.106.66_1499_50829_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,50829,0.0,0,0
211.65.228.73_66.132.186.241_8020_54832_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,78,0.001,78.0,0.0,1000.0,78000.0,1.0,0.0,54832,0.0,0,0
193.163.125.164_211.65.247.183_53608_4443_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,4443,0.0,0,0
211.65.233.187_45.148.10.89_51035_45811_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,45811,0.0,0,0
185.156.73.197_211.65.195.166_45226_8279_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,8279,0.0,0,0
195.230.103.245_211.65.216.181_38305_2096_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,2096,0.0,0,0
104.247.188.146_211.65.241.56_43627_13489_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,13489,0.0,0,0
152.32.172.212_211.65.233.41_43367_2107_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,2107,0.0,0,0
172.93.106.153_211.65.225.226_57328_1337_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,1337,0.0,0,0
211.65.192.40_79.124.49.194_63162_44002_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,44002,0.0,0,0
208.87.243.131_211.65.254.212_33709_2204_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,2204,0.0,0,0
211.65.222.96_95.85.244.136_50579_40593_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,40593,0.0,0,0
211.65.243.162_79.124.49.194_1051_43986_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,43986,0.0,0,0
211.65.193.40_212.73.148.31_8189_52807_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,70,0.001,70.0,0.0,1000.0,70000.0,1.0,0.0,52807,0.0,0,0
167.94.145.29_211.65.215.28_32851_2087_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,78,0.001,78.0,0.0,1000.0,78000.0,1.0,0.0,2087,0.0,0,0
111.7.96.138_211.65.192.39_35111_9497_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,70,0.001,70.0,0.0,1000.0,70000.0,1.0,0.0,9497,0.0,0,0
211.65.214.214_45.205.1.8_5555_50623_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,70,0.001,70.0,0.0,1000.0,70000.0,1.0,0.0,50623,0.0,0,0
211.65.209.52_212.73.148.27_9775_38620_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,70,0.001,70.0,0.0,1000.0,70000.0,1.0,0.0,38620,0.0,0,0
109.105.211.9_211.65.207.26_34510_195_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,195,0.0,0,0
194.88.98.91_211.65.245.237_56383_6809_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,6809,0.0,0,0
123.160.221.177_211.65.192.111_25134_6936_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,70,0.001,70.0,0.0,1000.0,70000.0,1.0,0.0,6936,0.0,0,0
193.163.125.195_211.65.192.117_58817_21257_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,21257,0.0,0,0
211.65.199.245_31.14.254.55_60610_27271_tcp,train,TCP-Probe_Flood-Candidate,tcp,2,128,0.010952,64.0,0.0,182.61504747991233,11687.36303871439,1.0,0.0,27271,0.0,0,0
211.65.205.201_91.227.114.150_50078_40403_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,40403,0.0,0,0
165.22.52.108_211.65.200.196_42778_7971_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,7971,0.0,0,0
211.65.231.155_64.62.156.125_8010_35484_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,35484,0.0,0,0
103.234.62.78_211.65.219.43_35859_80_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,80,0.0,0,0
111.7.96.134_211.65.230.106_57151_49502_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,70,0.001,70.0,0.0,1000.0,70000.0,1.0,0.0,49502,0.0,0,0
165.154.163.44_211.65.240.239_33413_80_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,80,0.0,0,0
211.65.222.26_86.54.25.180_20035_40449_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,40449,0.0,0,0
137.184.219.126_211.65.229.214_40530_49506_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,49506,0.0,0,0
211.65.233.81_79.124.49.194_1120_43986_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,43986,0.0,0,0
211.65.211.87_91.227.114.150_8940_40403_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,40403,0.0,0,0
172.236.2.133_211.65.219.200_45455_8148_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,8148,0.0,0,0
211.65.212.115_45.205.1.8_5555_42140_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,70,0.001,70.0,0.0,1000.0,70000.0,1.0,0.0,42140,0.0,0,0
165.227.89.109_211.65.207.201_46092_52685_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,52685,0.0,0,0
211.65.221.104_95.85.244.136_1803_40609_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,40609,0.0,0,0
211.65.213.160_91.227.114.150_17944_40403_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,40403,0.0,0,0
199.45.154.177_211.65.210.219_39229_808_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,78,0.001,78.0,0.0,1000.0,78000.0,1.0,0.0,808,0.0,0,0
211.65.227.191_91.227.114.150_3344_40419_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,40419,0.0,0,0
123.160.221.172_211.65.204.89_51407_10434_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,70,0.001,70.0,0.0,1000.0,70000.0,1.0,0.0,10434,0.0,0,0
103.234.62.47_211.65.240.69_52061_80_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,80,0.0,0,0
165.227.89.109_211.65.248.185_46092_52685_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,52685,0.0,0,0
195.178.110.4_211.65.219.188_58669_22000_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,22000,0.0,0,0
211.65.245.252_45.142.193.21_1366_42665_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,42665,0.0,0,0
211.65.254.136_213.209.159.243_48511_57973_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,57973,0.0,0,0
211.65.240.6_212.73.148.39_11280_52236_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,70,0.001,70.0,0.0,1000.0,70000.0,1.0,0.0,52236,0.0,0,0
211.65.224.48_45.198.224.5_2375_32953_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,32953,0.0,0,0
209.38.231.9_211.65.234.242_46481_7707_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,7707,0.0,0,0
211.65.254.232_69.5.169.213_47384_21009_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,21009,0.0,0,0
159.223.155.166_211.65.219.81_46088_52245_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,52245,0.0,0,0
211.65.207.132_212.73.148.6_12659_57699_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,70,0.001,70.0,0.0,1000.0,70000.0,1.0,0.0,57699,0.0,0,0
154.83.197.158_211.65.206.246_33194_80_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,64,0.001,64.0,0.0,1000.0,64000.0,1.0,0.0,80,0.0,0,0
20.118.32.171_211.65.222.168_48056_50000_tcp,train,TCP-Probe_Flood-Candidate,tcp,1,70,0.001,70.0,0.0,1000.0,70000.0,1.0,0.0,50000,0.0,0,0
